team_id,Player,DOB,debut,last
essendon,"Gibson, Phil",1887-03-30,1906-08-04,1907-07-20
essendon,"Kearney, Gordon",1885-02-05,1907-06-15,1907-07-20
essendon,"Lonergan, Bill",1884-07-04,1907-07-13,1907-07-13
essendon,"Sartori, Ray",1885-03-31,1906-06-30,1907-07-06
essendon,"Anderson, John",1888-05-31,1907-04-27,1907-07-06
essendon,"Sullivan, Jack",1879-09-30,1903-06-20,1907-06-29
essendon,"Bolton, Charles",1876-07-01,1907-06-29,1907-06-29
essendon,"McCann, Peter",1882-06-25,1907-06-22,1907-06-22
essendon,"Laxton, Bert",1879-08-22,1904-05-14,1907-06-15
essendon,"Sykes, Alby",1883-02-17,1907-04-27,1907-06-15
essendon,"Busbridge, Norm",1887-10-23,1907-04-27,1907-06-03
essendon,"Dick, Horrie",1877-06-16,1907-05-18,1907-05-18
essendon,"Blackmore, Lewis",1886-05-21,1905-09-02,1907-05-04
essendon,"McKenzie, Jack",1881-11-10,1901-06-01,1906-09-15
essendon,"Madden, Mick",1882-06-21,1903-05-02,1906-09-15
essendon,"Hiskins, Fred",1878-08-08,1900-08-25,1906-09-15
essendon,"Thurgood, Albert",1874-01-11,1899-06-10,1906-09-15
essendon,"Fraser, Simon",1886-08-25,1905-05-13,1906-09-15
essendon,"Fogarty, Chris",1884-01-28,1906-09-08,1906-09-15
essendon,"Fogarty, Joe",1885-12-24,1906-09-08,1906-09-15
essendon,"Baxter, Ben",1876-11-13,1902-05-03,1906-09-08
essendon,"Garton, Cec",1874-12-01,1906-09-08,1906-09-08
essendon,"Yeo, Norm",1886-06-21,1906-05-05,1906-09-01
essendon,"Vollugi, Herc",1880-06-15,1901-05-04,1906-08-04
essendon,"Gibson, George",1885-06-23,1906-06-02,1906-08-04
essendon,"Kennedy, Con",1879-06-10,1906-06-16,1906-07-21
essendon,"Morley, Charlie",1883-03-02,1906-05-05,1906-07-21
essendon,"McDonald, Jim",1877-03-07,1903-08-15,1906-07-14
essendon,"Robinson, Bill",1880-08-05,1901-05-04,1906-06-09
essendon,"Phipps, Jim",1884-04-20,1904-07-02,1906-06-09
essendon,"Green, John",1885-03-02,1906-05-05,1906-05-26
essendon,"Dixon, John",1887-03-31,1906-05-26,1906-05-26
essendon,"Ross-Soden, Gordon",1888-05-31,1906-05-19,1906-05-19
essendon,"Borthwick, Jack",1884-08-27,1906-05-05,1906-05-12
essendon,"Numa, Bert",1883-07-14,1906-05-12,1906-05-12
essendon,"Wilson, James",1884-02-29,1906-05-05,1906-05-05
essendon,"Barry, Son",1877-03-08,1897-05-08,1905-09-16
essendon,"Callan, Hughie",1881-12-26,1903-05-02,1905-09-16
essendon,"Robinson, Fred",1884-05-15,1904-05-14,1905-09-16
essendon,"Davis, Harry",1879-02-18,1905-05-06,1905-09-16
essendon,"Tymms, Athol",1886-02-21,1905-07-01,1905-09-09
essendon,"McDonald, Arch",1882-12-25,1905-09-09,1905-09-09
essendon,"McDonald, Edwin",1875-09-29,1905-09-09,1905-09-09
essendon,"Harris, Dick",1885-10-14,1905-05-06,1905-08-26
essendon,"Anderson, Jim",1869-11-17,1897-05-08,1905-08-19
essendon,"Everard, John",1881-04-06,1905-07-15,1905-07-15
essendon,"OBrien, Jimmy",1885-07-24,1905-05-06,1905-07-08
essendon,"Gilligan, Arthur",1879-10-18,1903-05-16,1905-06-17
essendon,"Carkeek, William",1878-10-17,1903-05-02,1905-05-20
essendon,"Matheson, Alby",1885-03-19,1905-05-20,1905-05-20
essendon,"Kerr, Bill",1882-09-01,1905-05-06,1905-05-06
essendon,"Megson, Jack",1883-04-20,1905-05-06,1905-05-06
essendon,"Gavin, Hugh",1878-10-25,1897-05-15,1904-09-10
essendon,"Geggie, Jack",1881-10-29,1902-05-03,1904-09-10
essendon,"Cochrane, George",1877-09-25,1897-08-28,1904-08-20
essendon,"Robinson, Alex",1886-08-19,1904-05-07,1904-08-13
essendon,"Swift, Alf",1871-08-05,1904-05-21,1904-07-23
essendon,"Hedley, Tom",1882-08-05,1903-05-23,1904-07-09
essendon,"Pleass, Mick",1874-11-12,1904-06-04,1904-06-25
essendon,"Belcher, Norman",1879-07-10,1904-05-07,1904-06-06
essendon,"Hastings, George",1877-01-13,1897-05-08,1904-06-04
essendon,"Collins, Maurie",1876-07-21,1897-05-08,1904-06-04
essendon,"Martin, George",1875-01-26,1897-05-08,1904-05-07
essendon,"Collins, Tod",1876-01-30,1897-05-08,1903-08-29
essendon,"Larkin, Jimmy",1874-10-27,1898-05-14,1903-08-29
essendon,"Mann, Fred",1878-10-25,1901-06-22,1903-08-29
essendon,"Marr, Joe",1880-08-09,1903-05-16,1903-08-29
essendon,"McIntyre, Jack",1881-09-24,1903-07-04,1903-08-29
essendon,"Abercrombie, Percy",1884-01-01,1903-08-22,1903-08-29
essendon,"Godby, Jack",1880-01-09,1903-08-22,1903-08-29
essendon,"Fooks, Fred",1880-11-26,1903-07-25,1903-08-22
essendon,"Shippen, Joe",1876-01-06,1903-08-22,1903-08-22
essendon,"Trehey, Jack",1882-05-28,1903-05-30,1903-08-15
essendon,"Wright, Harry",1870-04-13,1897-05-08,1903-07-25
essendon,"Rosser, Alex",1879-11-19,1903-06-06,1903-07-25
essendon,"Meadows, Johnny",1880-07-25,1903-05-02,1903-07-18
essendon,"Cleghorn, Arthur",1873-12-01,1897-05-08,1903-06-13
essendon,"Holligan, John",1875-11-01,1902-09-06,1903-06-13
essendon,"Kinnear, Ted",1874-10-27,1897-05-08,1903-06-08
essendon,"Kennedy, Ted",1877-09-07,1901-05-04,1903-06-06
essendon,"McCarthy, Bill",1874-08-06,1903-05-02,1903-05-16
essendon,"Williams, Tom",1876-05-28,1903-05-02,1903-05-09
essendon,"Flynn, Ted",1880-06-14,1903-05-09,1903-05-09
essendon,"Peppard, Mick",1877-04-28,1900-05-05,1903-05-02
essendon,"OLoughlin, Pat",1873-10-29,1897-05-08,1902-09-20
essendon,"Hutchins, Vic",1876-08-31,1902-07-05,1902-09-20
essendon,"Ford, Harry",1884-06-11,1902-08-23,1902-08-30
essendon,"Forbes, Charlie",1865-05-08,1897-05-08,1902-08-02
essendon,"Gray, Alf",1874-11-20,1898-08-27,1902-08-02
essendon,"Stuckey, George",1871-07-06,1897-05-08,1902-07-12
essendon,"Hall, Syd",1879-03-30,1902-05-03,1902-06-21
essendon,"Deas, Jack",1875-11-05,1902-05-24,1902-06-14
essendon,"Webb, Bill",1883-07-06,1902-06-09,1902-06-09
essendon,"Kennedy, Jim",1882-02-05,1901-07-20,1902-05-31
essendon,"Scott, Fred",1874-04-11,1899-05-13,1901-08-24
essendon,"White, Artie",1879-06-11,1901-05-09,1901-06-03
essendon,"Beasley, Jim",1880-12-19,1901-05-25,1901-06-03
essendon,"Evans, Marcus",1878-11-10,1901-05-18,1901-05-18
essendon,"Morris, Mick",1882-06-04,1901-05-18,1901-05-18
essendon,"Byers, Bobby",1871-04-18,1901-05-04,1901-05-04
essendon,"Ward, George",1877-04-22,1901-05-04,1901-05-04
essendon,"Officer, Gus",1875-09-15,1897-05-08,1900-09-15
essendon,"Fitzpatrick, Hugh",1872-07-19,1899-05-24,1900-09-15
essendon,"Jackson, Bill",1874-04-13,1898-06-25,1900-09-15
essendon,"Groves, Joe",1874-05-18,1897-05-08,1900-09-08
essendon,"Rainey, Les",1881-01-10,1899-06-17,1900-07-14
essendon,"Grace, Billy",1876-07-08,1900-05-23,1900-07-14
essendon,"Leahy, Tommy",1870-08-05,1900-05-05,1900-07-14
essendon,"Crebbin, Bill",1869-03-08,1900-07-14,1900-07-14
essendon,"Johns, Hughie",1867-03-27,1900-07-14,1900-07-14
essendon,"Dear, Alf",1878-09-30,1900-05-26,1900-07-07
essendon,"Jones, Llew",1880-05-31,1900-05-05,1900-06-23
essendon,"Hunter, Herb",1881-11-18,1900-05-23,1900-06-02
essendon,"Hall, Alex",1869-01-04,1898-05-14,1900-05-12
essendon,"Moore, Charlie",1875-09-24,1897-07-03,1899-09-02
essendon,"Stamp, Alby",1879-12-26,1897-07-24,1899-08-05
essendon,"Croft, Edgar",1872-05-07,1897-05-15,1899-07-22
essendon,"Campbell, Colin",1872-08-13,1897-08-21,1899-06-17
essendon,"McCartney, Charlie",1873-03-17,1899-05-20,1899-06-17
essendon,"OLoughlin, Mick",1876-02-12,1899-05-13,1899-06-03
essendon,"Cullen, Jim",1878-06-09,1899-05-13,1899-05-13
essendon,"Vautin, George",1869-04-23,1897-05-15,1898-09-24
essendon,"Officer, Ned",1869-03-29,1897-05-08,1898-09-24
essendon,"Kearney, Gus",1870-11-22,1897-05-29,1898-09-24
essendon,"Tenbrink, Conrad",1875-01-31,1898-05-14,1898-09-24
essendon,"Waugh, Norm",1874-05-10,1897-05-08,1898-08-27
essendon,"Gardner, Corrie",1879-03-12,1898-05-14,1898-08-20
essendon,"Barr, Pat",1878-02-03,1898-05-14,1898-06-18
essendon,"Brown, Harold",1878-09-19,1897-05-24,1898-05-28
essendon,"Watson, Abe",1871-06-11,1898-05-24,1898-05-28
essendon,"Currie, Dave",1876-05-19,1898-05-28,1898-05-28
essendon,"Stewart, Horrie",1871-05-29,1898-05-28,1898-05-28
essendon,"Ferguson, Dave",1875-03-21,1897-08-28,1898-05-24
essendon,"Sykes, Archie",1866-09-24,1897-05-24,1897-09-04
essendon,"Darcy, Jim",1875-01-29,1897-05-08,1897-08-07
essendon,"Park, Jim",1875-02-25,1897-05-29,1897-08-07
essendon,"Ball, Fred",1868-09-01,1897-05-24,1897-08-07
essendon,"Leach, Arthur",1876-03-02,1897-07-03,1897-07-24
essendon,"Thurgood, Jimmy",1876-06-21,1897-05-29,1897-07-10
essendon,"Salkeld, Bert",1876-05-24,1897-05-08,1897-06-05
essendon,"White, Jim",1878-01-27,1897-06-05,1897-06-05
essendon,"Graham, Johnny",1875-05-05,1897-05-08,1897-05-08
essendon,"McCormick, Bob",1879-04-12,1897-05-08,1897-05-08
fitzroy,"Paxman, Stephen",1970-12-04,1991-05-03,1996-09-01
fitzroy,"McCarthy, John",1967-03-30,1993-04-10,1996-09-01
fitzroy,"Boyd, Brad",1971-08-10,1992-06-13,1996-09-01
fitzroy,"Hawking, Simon",1973-03-05,1993-07-03,1996-09-01
fitzroy,"Johnson, Chris",1976-05-30,1994-04-02,1996-09-01
fitzroy,"Molloy, Jarrod",1976-05-12,1994-04-02,1996-09-01
fitzroy,"Barker, John",1975-02-19,1994-04-02,1996-09-01
fitzroy,"Dent, Matthew",1972-01-17,1994-05-22,1996-09-01
fitzroy,"Atkins, Simon",1968-12-23,1995-04-01,1996-09-01
fitzroy,"Hogg, Jeff",1966-10-15,1994-03-26,1996-09-01
fitzroy,"Pike, Martin",1972-11-14,1995-04-01,1996-09-01
fitzroy,"Morton, Danny",1973-07-01,1993-05-28,1996-09-01
fitzroy,"Chandler, Brett",1975-07-11,1995-04-01,1996-09-01
fitzroy,"Warfe, Rowan",1976-06-23,1994-07-24,1996-09-01
fitzroy,"Rombotis, John",1976-10-13,1995-05-06,1996-09-01
fitzroy,"Bamford, Scott",1974-06-23,1996-03-30,1996-09-01
fitzroy,"Primus, Matthew",1975-01-12,1996-03-30,1996-09-01
fitzroy,"Carter, Nick",1978-04-28,1996-05-04,1996-09-01
fitzroy,"Clayton, Shane",1978-10-24,1996-05-04,1996-09-01
fitzroy,"Doyle, Peter",1973-08-24,1995-08-06,1996-09-01
fitzroy,"Warry, Marty",1977-01-05,1995-08-13,1996-09-01
fitzroy,"Baldwin, Jason",1969-11-07,1989-06-10,1996-08-25
fitzroy,"Mellington, Anthony",1974-07-27,1995-04-29,1996-08-25
fitzroy,"Cassidy, Brad",1976-07-25,1996-03-30,1996-08-25
fitzroy,"Manfield, Matthew",1977-04-14,1995-04-01,1996-08-25
fitzroy,"McMahon, Robert",1977-07-28,1996-08-04,1996-08-17
fitzroy,"Dwyer, Mick",1968-11-16,1996-03-30,1996-08-10
fitzroy,"Cummings, Trent",1973-12-28,1994-03-26,1996-07-21
fitzroy,"Ramsey, Jason",1975-01-24,1996-06-29,1996-07-06
fitzroy,"McCarthy, Adam",1972-02-14,1995-04-29,1996-06-29
fitzroy,"Bird, Peter",1976-01-30,1995-04-29,1996-06-22
fitzroy,"McGregor, Anthony",1972-07-05,1993-07-03,1996-05-24
fitzroy,"Bizzotto, Frank",1971-05-30,1991-04-20,1996-05-24
fitzroy,"Holmes, Darren",1970-09-03,1995-04-22,1996-05-24
fitzroy,"Frewen, Brent",1977-10-20,1996-05-04,1996-05-11
fitzroy,"Cook, Brett",1973-04-19,1994-07-31,1996-04-28
fitzroy,"Lamb, Wayne",1972-10-19,1995-04-01,1996-04-13
fitzroy,"Zanotti, Mark",1964-11-08,1993-03-27,1995-09-02
fitzroy,"Manson, James",1966-11-02,1993-04-10,1995-09-02
fitzroy,"Mitchell, Nick",1973-02-01,1994-06-04,1995-09-02
fitzroy,"Guard, Jeremy",1970-07-11,1992-03-29,1995-08-26
fitzroy,"Hawkins, Doug",1960-05-05,1995-04-01,1995-08-26
fitzroy,"Payne, Darren",1974-07-01,1993-07-31,1995-08-13
fitzroy,"Stretch, Steven",1964-01-05,1994-03-26,1995-08-06
fitzroy,"Bruce, Jeff",1973-11-09,1995-05-27,1995-07-15
fitzroy,"Cavedon, Andrew",1971-11-05,1995-04-08,1995-05-20
fitzroy,"Roos, Paul",1963-06-27,1982-04-18,1994-09-03
fitzroy,"Wynd, Jim",1964-11-11,1986-05-24,1994-09-03
fitzroy,"Armstrong, Matt",1967-03-01,1987-03-28,1994-09-03
fitzroy,"Lyon, Ross",1966-11-08,1985-08-03,1994-09-03
fitzroy,"Wheildon, Darren",1970-11-11,1989-05-27,1994-09-03
fitzroy,"Seecamp, Marcus",1972-07-27,1992-03-29,1994-09-03
fitzroy,"Dunstan, Michael",1971-03-12,1993-03-27,1994-09-03
fitzroy,"Bain, David",1966-05-02,1994-03-26,1994-08-26
fitzroy,"Palfreyman, Nigel",1973-10-02,1994-08-20,1994-08-20
fitzroy,"Sporn, Kieran",1966-08-28,1994-03-26,1994-08-13
fitzroy,"Kavanagh, Tom",1970-04-21,1993-08-07,1994-07-24
fitzroy,"Johnston, David",1969-04-10,1992-07-18,1994-07-17
fitzroy,"Sartori, Peter",1964-10-24,1992-07-05,1994-07-09
fitzroy,"Lynch, Alastair",1968-06-19,1988-04-16,1993-08-29
fitzroy,"Broderick, Paul",1970-01-03,1988-06-18,1993-08-29
fitzroy,"Dundas, Matthew",1971-12-07,1990-04-16,1993-08-29
fitzroy,"Matthews, Ashley",1969-11-26,1992-08-14,1993-08-29
fitzroy,"Caven, Peter",1970-05-16,1991-05-03,1993-07-31
fitzroy,"Abbott, Paul",1964-10-25,1992-03-29,1993-07-31
fitzroy,"Fleming, Dale",1971-08-20,1992-04-20,1993-07-31
fitzroy,"Stevenson, Shayne",1970-06-12,1991-03-30,1993-07-31
fitzroy,"Stephens, Brett",1961-02-20,1987-03-28,1993-07-17
fitzroy,"Elliott, Jamie",1973-02-06,1991-04-13,1993-07-10
fitzroy,"Harding, Dean",1971-10-10,1991-04-20,1993-07-03
fitzroy,"Gale, Michael",1966-12-21,1986-03-29,1993-06-20
fitzroy,"Morrish, Paul",1968-05-12,1992-03-29,1993-04-10
fitzroy,"Davis, Brad",1972-07-18,1991-03-30,1993-03-27
fitzroy,"Osborne, Richard",1964-06-16,1982-07-03,1992-08-29
fitzroy,"McCormack, Brendan",1970-06-28,1989-04-01,1992-08-29
fitzroy,"Bunn, Mark",1970-10-24,1990-05-05,1992-08-29
fitzroy,"Barrett, Chris",1973-03-24,1992-05-09,1992-08-29
fitzroy,"Blakey, John",1966-07-24,1985-08-10,1992-08-14
fitzroy,"Cormack, Joe",1966-08-30,1991-03-30,1992-08-14
fitzroy,"OConnell, David",1963-06-22,1991-03-30,1992-08-08
fitzroy,"Rowe, Duane",1966-04-01,1986-03-29,1992-08-01
fitzroy,"Exell, Gavin",1962-10-16,1992-04-11,1992-06-28
fitzroy,"Rendell, Matthew",1959-04-18,1981-04-04,1991-08-31
fitzroy,"Kappler, Darren",1965-01-23,1987-03-28,1991-08-31
fitzroy,"Donato, David",1970-09-07,1991-05-19,1991-08-31
fitzroy,"Klaebe, Brenton",1966-10-23,1991-03-30,1991-08-23
fitzroy,"Ironmonger, John",1961-02-16,1988-04-04,1991-08-17
fitzroy,"Strooper, David",1968-02-25,1987-08-29,1991-07-27
fitzroy,"Bond, Jamie",1971-11-12,1991-07-13,1991-07-13
fitzroy,"McGrath, Justin",1970-12-05,1991-05-03,1991-07-07
fitzroy,"Johnston, Andrew",1970-08-14,1990-06-02,1991-06-16
fitzroy,"Wilkinson, Darron",1969-11-22,1991-05-25,1991-05-25
fitzroy,"Board, Terry",1968-09-14,1988-04-04,1991-05-11
fitzroy,"Noble, David",1967-05-15,1991-04-28,1991-05-03
fitzroy,"Bourke, Peter",1966-05-23,1989-05-13,1991-04-28
fitzroy,"Waterson, Chris",1969-12-27,1990-03-31,1991-04-28
fitzroy,"Taylor, Jason",1968-09-23,1990-04-21,1991-04-13
fitzroy,"Bourke, Matthew",1968-09-09,1991-03-30,1991-04-06
fitzroy,"Pert, Gary",1965-05-28,1982-04-18,1990-09-01
fitzroy,"Clayton, Scott",1959-11-13,1981-05-09,1990-09-01
fitzroy,"Matera, Wally",1963-09-09,1989-04-01,1990-09-01
fitzroy,"Dilena, Carl",1967-03-17,1989-04-01,1990-09-01
fitzroy,"Athorn, Mark",1967-11-07,1990-04-07,1990-09-01
fitzroy,"Woods, Tony",1969-07-02,1989-04-15,1990-09-01
fitzroy,"Kickett, Dale",1968-05-04,1990-03-31,1990-08-25
fitzroy,"Trewella, Mark",1966-06-28,1987-04-19,1990-08-18
fitzroy,"Collins, Darren",1967-11-15,1990-07-21,1990-08-11
fitzroy,"Beardsley, Nicholas",1969-09-23,1990-08-11,1990-08-11
fitzroy,"Brockhurst, Andrew",1964-08-18,1988-05-08,1990-08-04
fitzroy,"Lupson, Dean",1969-02-18,1989-08-12,1990-04-21
fitzroy,"Cummings, Robert",1969-09-20,1990-04-21,1990-04-21
fitzroy,"Delaney, Roger",1966-02-27,1990-03-31,1990-03-31
fitzroy,"Pekin, Tim",1965-01-22,1984-04-23,1989-09-02
fitzroy,"Harris, Leon",1958-11-09,1979-05-05,1989-08-19
fitzroy,"McGrath, Craig",1963-10-09,1984-04-23,1989-08-12
fitzroy,"Conlan, Mick",1958-02-20,1977-07-30,1989-07-15
fitzroy,"Thornton, Ross",1956-10-23,1980-04-12,1989-07-08
fitzroy,"Osborne, Graham",1963-02-10,1984-09-09,1989-07-08
fitzroy,"Scott, Mark",1959-03-24,1983-07-30,1989-06-24
fitzroy,"Caton, Kevin",1965-05-10,1989-04-08,1989-06-03
fitzroy,"Edwards, Bradley",1968-02-22,1989-04-01,1989-05-20
fitzroy,"Thomas, Keith",1961-09-01,1987-04-19,1988-08-26
fitzroy,"Carafa, Tony",1968-08-26,1987-07-25,1988-08-26
fitzroy,"Lokan, Bill",1959-10-01,1983-03-26,1988-07-30
fitzroy,"Keane, Gary",1964-01-04,1985-04-25,1988-07-16
fitzroy,"Bolzon, Robert",1967-10-19,1987-08-29,1988-07-16
fitzroy,"Newman, Steven",1965-12-01,1988-06-18,1988-06-18
fitzroy,"Handley, Darren",1963-12-18,1987-06-13,1988-06-11
fitzroy,"Lawrie, Grant",1958-11-29,1978-04-08,1988-05-28
fitzroy,"Knight, Phillip",1963-10-14,1985-05-25,1988-05-28
fitzroy,"Louttit, Darren",1965-03-26,1988-04-23,1988-04-30
fitzroy,"Cameron, Stuart",1964-02-12,1986-07-19,1988-04-16
fitzroy,"Hinkley, Ken",1966-09-30,1987-04-10,1988-04-09
fitzroy,"Shaw, Jamie",1966-02-19,1987-08-01,1988-04-04
fitzroy,"Reeves, Michael",1959-02-07,1983-05-28,1987-08-29
fitzroy,"McIvor, Scott",1966-08-09,1985-05-04,1987-08-22
fitzroy,"Taylor, Christopher",1966-05-31,1987-08-15,1987-08-15
fitzroy,"Barwick, Doug",1962-02-06,1984-03-31,1987-07-25
fitzroy,"McLean, Paul",1965-01-01,1987-07-25,1987-07-25
fitzroy,"Cooper, Jamie",1964-06-14,1984-05-19,1987-07-04
fitzroy,"Dwyer, Mark",1964-08-05,1986-07-05,1987-06-19
fitzroy,"Sidebottom, Allan",1959-01-01,1987-06-19,1987-06-19
fitzroy,"Hinchen, Graeme",1960-01-18,1981-03-28,1987-06-13
fitzroy,"Roberts, Michael",1959-07-27,1987-06-08,1987-06-13
fitzroy,"Duthy, Chris",1961-06-19,1987-03-28,1987-04-10
fitzroy,"Quinlan, Bernie",1951-07-21,1978-05-20,1986-09-20
fitzroy,"Turner, Dean",1959-10-06,1984-03-31,1986-09-20
fitzroy,"Harris, Bernie",1962-08-25,1984-07-28,1986-09-20
fitzroy,"Williamson, Graeme",1964-11-15,1984-04-14,1986-08-02
fitzroy,"Bolden, Darren",1963-02-28,1986-07-26,1986-08-02
fitzroy,"Mitchell, David",1964-12-23,1986-06-14,1986-07-19
fitzroy,"Ryan, Brendan",1964-07-01,1986-07-05,1986-07-05
fitzroy,"Tilley, Paul",1964-07-03,1985-04-08,1986-06-28
fitzroy,"McCormack, Peter",1956-08-01,1986-06-07,1986-06-07
fitzroy,"Stacey, Chris",1966-02-21,1986-06-01,1986-06-01
fitzroy,"Coates, Michael",1961-01-06,1982-03-27,1986-05-24
fitzroy,"Browne, Murray",1963-01-20,1986-04-05,1986-05-17
fitzroy,"Nettlefold, Michael",1959-07-28,1983-07-09,1985-08-31
fitzroy,"Cross, Andrew",1961-04-13,1985-03-30,1985-08-31
fitzroy,"Crutchfield, David",1965-08-02,1985-08-03,1985-08-31
fitzroy,"Gibson, Michael",1965-10-31,1985-07-06,1985-08-31
fitzroy,"Burke, Peter",1964-05-24,1984-04-29,1985-08-10
fitzroy,"Halas, Shane",1961-12-30,1985-05-04,1985-08-03
fitzroy,"Thomas, Grant",1958-02-14,1985-06-22,1985-07-27
fitzroy,"Murphy, Darren",1964-04-06,1985-04-08,1985-07-13
fitzroy,"Serafini, Laurie",1958-11-01,1977-07-09,1985-07-06
fitzroy,"Gotch, Bradley",1962-06-23,1982-03-27,1985-05-04
fitzroy,"Parish, Les",1955-09-28,1980-05-31,1985-04-25
fitzroy,"Grimley, Brett",1960-03-03,1983-03-26,1985-04-25
fitzroy,"Spassopoulos, Tony",1965-01-19,1985-04-14,1985-04-14
fitzroy,"Wilson, Garry",1953-07-17,1971-04-17,1984-09-09
fitzroy,"Carlson, Leigh",1958-01-15,1981-05-30,1984-09-09
fitzroy,"Sidebottom, Garry",1954-11-21,1982-07-17,1984-09-09
fitzroy,"Coleman, Glenn",1961-02-03,1980-06-28,1984-08-18
fitzroy,"Murnane, Lee",1959-05-08,1981-03-28,1984-07-07
fitzroy,"McMahon, David",1951-10-19,1973-04-07,1984-05-19
fitzroy,"Taylor, Kevin",1958-09-15,1984-05-19,1984-05-19
fitzroy,"Francis, Peter",1958-01-16,1981-07-04,1983-09-10
fitzroy,"Irwin, Warwick",1952-06-03,1970-04-25,1983-08-13
fitzroy,"Eaves, Mark",1961-04-03,1982-03-20,1983-08-06
fitzroy,"Poynton, Michael",1961-05-15,1979-04-28,1983-07-09
fitzroy,"Cox, Darryl",1961-01-26,1980-03-29,1983-07-03
fitzroy,"Lewis, Rod",1960-06-16,1980-04-12,1983-05-28
fitzroy,"ONeill, Terry",1956-06-10,1981-04-18,1983-05-28
fitzroy,"Herbert, Des",1959-03-15,1981-06-06,1983-05-28
fitzroy,"ORiley, Grant",1960-01-21,1982-07-17,1983-04-23
fitzroy,"Taylor, Neville",1953-06-22,1974-04-20,1982-08-07
fitzroy,"Smith, Jan",1956-05-26,1982-05-15,1982-07-31
fitzroy,"Smith, Chris",1955-09-29,1973-05-12,1982-07-17
fitzroy,"Everett, Geoff",1960-12-20,1980-08-30,1982-06-19
fitzroy,"Hansen, Chris",1956-05-07,1977-05-07,1982-06-12
fitzroy,"OKeeffe, Kevin",1952-10-22,1973-04-21,1982-05-22
fitzroy,"Foster, Peter",1960-06-02,1980-08-16,1982-05-22
fitzroy,"Merryweather, Andrew",1961-01-18,1982-05-15,1982-05-15
fitzroy,"Cassin, John",1951-07-02,1981-07-04,1982-04-24
fitzroy,"McCarthy, Gerald",1951-11-02,1978-04-01,1982-04-10
fitzroy,"Alexander, Ron",1950-12-10,1976-04-03,1981-09-12
fitzroy,"McConnon, Leigh",1953-06-09,1980-03-29,1981-08-15
fitzroy,"Merrigan, Harvey",1949-12-04,1969-05-10,1981-08-08
fitzroy,"Rankin, David",1960-07-12,1980-04-19,1981-08-01
fitzroy,"Brown, Brian",1957-09-27,1976-04-10,1981-07-04
fitzroy,"Braddy, Craig",1959-04-12,1980-04-07,1981-06-27
fitzroy,"Keays, Peter",1955-09-04,1978-05-27,1981-05-23
fitzroy,"Mugavin, Noel",1956-06-28,1978-04-29,1981-05-16
fitzroy,"Beecroft, Bob",1952-01-11,1976-04-03,1980-08-30
fitzroy,"Marchesani, Frank",1960-02-02,1980-04-25,1980-08-30
fitzroy,"Veal, Andrew",1961-05-11,1980-07-26,1980-08-30
fitzroy,"Brown, Peter",1957-12-08,1977-04-09,1980-07-26
fitzroy,"Walls, Robert",1950-07-21,1978-05-27,1980-07-26
fitzroy,"Early, Phillip",1959-09-30,1980-03-29,1980-07-19
fitzroy,"Richardson, Max",1948-12-24,1979-04-07,1980-06-28
fitzroy,"Thompson, Len",1947-08-27,1980-03-29,1980-06-28
fitzroy,"Watson, Larry",1957-09-23,1980-05-17,1980-06-21
fitzroy,"Allan, Graeme",1954-07-23,1975-05-10,1980-06-07
fitzroy,"Rantall, John",1943-12-09,1980-04-19,1980-05-24
fitzroy,"Gilmore, Mick",1961-08-08,1980-04-25,1980-05-03
fitzroy,"Chambers, Bruce",1959-09-23,1980-04-19,1980-04-19
fitzroy,"Bramley, Malcolm",1959-02-10,1979-04-07,1980-04-12
fitzroy,"Higgins, Kevin",1951-02-20,1979-04-07,1980-04-07
fitzroy,"Fowler, Grant",1957-03-12,1976-06-26,1979-06-30
fitzroy,"Johnston, Peter",1959-04-26,1977-05-21,1979-06-30
fitzroy,"Frazer, John",1956-01-12,1978-04-01,1979-04-28
fitzroy,"Duke, Wayne",1955-06-10,1977-07-23,1979-04-21
fitzroy,"Carter, Rod",1954-10-29,1974-06-17,1979-04-14
fitzroy,"MacLeod, Keith",1959-01-06,1979-04-07,1979-04-14
fitzroy,"Thompson, Alan",1951-11-20,1970-04-05,1979-04-07
fitzroy,"Austen, Geoffrey",1953-10-13,1972-07-01,1978-09-02
fitzroy,"Hodges, Russ",1953-07-19,1977-06-25,1978-09-02
fitzroy,"Linton, Wayne",1955-10-21,1974-08-03,1978-08-26
fitzroy,"Pretto, Rino",1959-06-13,1978-08-12,1978-08-12
fitzroy,"Padley, Barry",1949-10-22,1968-04-15,1978-07-29
fitzroy,"Sinclair, Allan",1953-06-13,1973-04-21,1978-06-03
fitzroy,"MacLeod, Neil",1960-01-15,1977-04-02,1978-06-03
fitzroy,"Blair, John",1955-03-17,1978-04-29,1978-06-03
fitzroy,"Godfrey, Tim",1957-07-30,1976-08-21,1978-04-22
fitzroy,"Whitford, Don",1956-11-15,1974-06-08,1978-04-08
fitzroy,"Bux, Graham",1957-07-25,1978-04-01,1978-04-08
fitzroy,"Chapman, Gary",1955-09-25,1976-05-15,1978-04-01
fitzroy,"Murphy, John",1949-11-20,1967-04-15,1977-08-27
fitzroy,"Miller, Ian",1949-12-16,1974-04-06,1977-08-27
fitzroy,"Parke, Greg",1948-04-18,1977-04-02,1977-08-27
fitzroy,"Ward, Glenn",1957-10-22,1977-07-30,1977-08-27
