team_id,Player,DOB,cap,number,games,won,drawn,lost,goals
essendon,"Alexander, Jim",1899-03-15,300,14,5,1,0,4,1
essendon,"Belcher, Allan",1884-12-02,130,1,176,95,3,78,40
essendon,"McInerney, Leo",1898-04-24,284,23,12,4,0,8,2
essendon,"Mann, Arthur",1889-07-26,260,26,3,0,1,2,NA
essendon,"Anderson, Stan",1893-07-26,305,NA,1,0,0,1,NA
essendon,"Harrison, Jack",1900-05-01,306,30,1,0,0,1,NA
essendon,"Shea, Paddy",1886-03-17,175,18,142,80,2,60,156
essendon,"Richardson, Ned",1886-05-26,275,12,22,4,0,18,2
essendon,"Condon, Jim",1895-09-15,276,24,17,3,0,14,15
essendon,"Hall, Norm",1894-11-28,250,6,13,6,0,7,17
essendon,"Wylie, Bill",1891-12-07,264,9,9,2,0,7,1
essendon,"Phillips, Len",1890-04-14,291,30,4,0,0,4,NA
essendon,"Sprague, Eric",1894-09-18,297,NA,3,0,0,3,NA
essendon,"Hemingway, George",1900-08-08,301,NA,1,0,0,1,NA
essendon,"Greenwood, Tom",1889-09-06,294,29,2,0,0,2,NA
essendon,"Hanson, Bill",1893-09-14,296,28,3,1,0,2,1
essendon,"Lavelle, Jim",1896-01-18,298,NA,1,0,0,1,1
essendon,"Chalmers, Wally",1890-09-16,211,7,73,42,1,30,11
essendon,"Gove, Cyril",1890-01-10,248,30,28,12,1,15,3
essendon,"Barr, Sydney",1892-09-23,293,26,1,0,0,1,NA
essendon,"OConnor, Alby",1893-10-23,267,10,13,2,0,11,1
essendon,"Furlong, Phil",1893-02-18,283,14,5,1,0,4,3
essendon,"Sinclair, Col",1896-07-14,266,13,11,3,0,8,4
essendon,"Sawyer, Harry",1893-10-22,288,28,4,1,0,3,NA
essendon,"Kirby, Jack",1889-07-01,217,11,77,40,1,36,113
essendon,"McGarity, Jack",1897-01-16,290,29,2,0,0,2,NA
essendon,"Nankervis, Vic",1893-01-04,279,26,6,1,0,5,NA
essendon,"Taylor, Jim",1893-10-27,289,22,1,1,0,0,NA
essendon,"Coffey, Bill",1896-10-10,281,NA,1,0,0,1,NA
essendon,"Sewart, Bill",1881-11-12,120,17,171,96,3,72,7
essendon,"White, Les",1890-09-09,205,19,75,40,3,32,1
essendon,"Walker, Bill",1886-08-29,210,20,66,36,1,29,53
essendon,"McIntosh, Fred",1893-07-23,263,2,14,3,0,11,1
essendon,"Feehan, Harold",1895-04-21,271,9,11,1,0,10,NA
essendon,"Moore, Flurence",1890-11-17,274,23,7,1,0,6,2
essendon,"Pollard, Tom",1894-07-07,265,6,8,3,0,5,5
essendon,"Scott, Bill",1890-02-19,278,29,4,0,0,4,NA
essendon,"Day, Harold",1890-05-22,280,21,1,0,0,1,1
essendon,"Webster, Horrie",1888-08-15,256,3,23,8,1,14,13
essendon,"Rogers, Les",1896-06-25,270,29,3,0,0,3,NA
essendon,"Lumsden, Ernie",1890-06-27,236,22,34,11,2,21,49
essendon,"Shearer, Bob",1892-10-29,268,12,3,2,0,1,1
essendon,"Comber, Charles",1891-12-26,269,28,1,0,0,1,NA
essendon,"King, Neil",1889-07-07,253,23,3,2,0,1,NA
essendon,"Neate, Harry",1894-04-26,254,20,3,2,0,1,NA
essendon,"Dinsmore, Bill",1887-02-14,251,13,13,6,2,5,17
essendon,"Hurren, Frank",1894-02-02,262,6,2,1,0,1,1
essendon,"Kirkwood, Fred",1890-07-31,221,9,42,20,1,21,8
essendon,"Hanley, Dan",1883-05-17,215,10,67,39,2,26,9
essendon,"Gordon, Jimmy",1896-01-01,247,24,8,4,2,2,11
essendon,"McNeil, Vic",1890-07-10,244,28,12,2,2,8,1
essendon,"Armstrong, Lou",1885-02-08,171,2,107,72,1,34,109
essendon,"Caine, Frank",1881-07-28,224,27,22,11,1,10,33
essendon,"Parkinson, George",1893-12-10,240,21,9,3,1,5,NA
essendon,"Nehill, Basil",1891-06-10,258,6,2,0,0,2,NA
essendon,"Armstrong, Bert",1890-02-26,196,3,42,32,1,9,55
essendon,"Elkington, Henry",1890-02-22,257,12,1,1,0,0,NA
essendon,"Rahilly, Bob",1887-07-12,255,8,2,2,0,0,4
essendon,"Freeman, Jim",1889-11-21,252,12,2,1,1,0,NA
essendon,"Woolley, Jack",1886-01-15,242,25,9,2,1,6,5
essendon,"Lowell, Rupe",1893-08-30,232,6,10,2,0,8,NA
essendon,"Allan, Johnny",1888-08-02,237,23,10,4,0,6,2
essendon,"Tait, Hughie",1892-04-20,235,8,8,4,0,4,5
essendon,"Pike, John",1891-07-18,245,26,4,1,0,3,NA
essendon,"Stott, Wilfred",1889-03-18,246,13,2,0,0,2,1
essendon,"Griffith, Billy",1880-12-26,48,8,187,113,2,72,13
essendon,"Martin, Jim",1884-08-20,155,12,95,56,1,38,71
essendon,"Wilkinson, Art",1888-08-15,239,24,2,1,0,1,NA
essendon,"Wilson, Bertie",1893-12-26,241,NA,1,1,0,0,NA
essendon,"McLeod, George",1879-08-22,202,14,56,39,1,16,5
essendon,"Heron, Hugh",1890-05-22,238,15,2,1,0,1,NA
essendon,"Smith, Dave",1884-09-14,89,13,142,87,2,53,114
essendon,"OBrien, Jack",1887-09-25,227,25,15,8,0,7,1
essendon,"Edwards, Fred",1891-10-09,233,26,1,1,0,0,1
essendon,"Moore, Jim",1891-06-03,234,21,1,1,0,0,NA
essendon,"Cameron, Ernie",1888-02-20,124,6,114,74,1,39,55
essendon,"OShea, Fred",1886-10-05,199,12,49,36,0,13,3
essendon,"Blencowe, Jack",1891-05-17,230,NA,1,1,0,0,NA
essendon,"Harvey, Billy",1892-10-25,226,26,9,4,0,5,2
essendon,"McDonald, Ted",1891-01-06,222,13,2,1,0,1,NA
essendon,"Bickford, Edric",1894-03-30,229,22,1,0,0,1,NA
essendon,"Kyme, Bill",1891-12-04,228,30,3,2,0,1,2
essendon,"Worle, Len",1889-05-26,225,8,4,3,0,1,NA
essendon,"Busbridge, Bill",1885-01-31,106,21,103,58,0,45,32
essendon,"Hazel, Ern",1889-10-28,213,21,12,10,0,2,4
essendon,"Monteith, Dick",1887-07-20,203,19,20,14,1,5,NA
essendon,"Godfrey, Bruce",1885-03-27,223,NA,1,1,0,0,NA
essendon,"Anderson, Ramsay",1888-05-02,195,NA,28,19,1,8,NA
essendon,"Hart, Johnny",1888-10-01,216,NA,4,3,0,1,NA
essendon,"Benstead, Rupe",1889-06-05,212,NA,4,4,0,0,NA
essendon,"Freeman, Artie",1887-09-17,219,NA,1,1,0,0,NA
essendon,"Jones, Jimmy",1889-04-20,220,NA,1,1,0,0,NA
essendon,"Masters, Edgar",1888-10-15,218,NA,1,1,0,0,NA
essendon,"Hay, Charlie",1881-11-04,214,NA,2,2,0,0,NA
essendon,"OConnor, Leo",1890-04-11,208,NA,10,5,0,5,6
essendon,"Harrison, Billy",1883-11-05,189,NA,24,13,1,10,6
essendon,"Parkinson, Fred",1884-01-27,158,NA,53,28,0,25,27
essendon,"Prout, Harry",1887-04-27,186,NA,29,17,0,12,35
essendon,"Bant, Horrie",1882-09-22,197,NA,12,7,0,5,NA
essendon,"Bayford, Dick",1885-05-10,200,NA,5,2,0,3,2
essendon,"Beckley, Charlie",1885-02-26,194,NA,13,9,0,4,9
essendon,"Slater, Arthur",1890-08-17,209,NA,1,0,0,1,NA
essendon,"Bryant, Hedley",1885-11-23,204,NA,3,2,0,1,2
essendon,"Wood, Jack",1889-01-02,207,NA,2,2,0,0,NA
essendon,"Daykin, Bert",1888-07-25,184,NA,32,22,0,10,9
essendon,"Landmann, Otto",1888-08-31,154,NA,27,18,0,9,34
essendon,"Teather, Charlie",1889-01-24,135,NA,20,11,0,9,3
essendon,"Crawley, Val",1887-02-14,201,NA,1,1,0,0,NA
essendon,"Whelpton, Fred",1885-03-11,193,NA,10,7,0,3,5
essendon,"Davies, Bill",1883-02-15,132,NA,65,35,0,30,4
essendon,"Londerigan, Mike",1879-12-04,164,NA,42,25,0,17,21
essendon,"Ryan, Gerald",1887-05-24,146,NA,18,10,0,8,3
essendon,"Farnsworth, Harry",1885-12-03,178,NA,24,17,0,7,16
essendon,"Minto, Les",1886-07-11,173,NA,25,17,0,8,7
essendon,"Shea, Mark",1883-04-24,123,NA,71,38,0,33,NA
essendon,"Barker, George",1885-09-26,95,NA,47,24,0,23,74
essendon,"Cooper, Rupert",1886-07-10,192,NA,1,1,0,0,NA
essendon,"George, Alf",1884-09-07,139,NA,33,17,0,16,NA
essendon,"Heaphy, Bill",1888-12-18,185,NA,5,1,0,4,3
essendon,"Roach, Wally",1885-12-20,191,NA,4,0,0,4,NA
essendon,"French, Bill",1884-04-20,183,NA,3,1,0,2,NA
essendon,"Kennedy, Alby",1886-06-12,190,NA,2,0,0,2,2
essendon,"Bowe, Artie",1888-02-11,187,NA,2,2,0,0,NA
essendon,"Legge, Arthur",1881-10-05,110,NA,69,37,0,32,30
essendon,"Irwin, Alan",1889-02-20,180,NA,8,6,0,2,2
essendon,"Jackson, Alf",1887-10-25,152,NA,13,4,0,9,NA
essendon,"Rice, Hurtle",1884-07-07,188,NA,1,1,0,0,NA
essendon,"Johnson, Bill",1886-01-05,153,NA,30,15,0,15,4
essendon,"Ryan, Bert",1880-06-03,174,NA,15,11,0,4,3
essendon,"Smith, Lon",1886-06-10,177,NA,6,4,0,2,1
essendon,"Anderson, Fred",1886-03-16,182,NA,1,1,0,0,NA
essendon,"Campbell, Jim",1886-03-23,181,NA,1,1,0,0,NA
essendon,"Crow, Tommy",1887-06-30,172,NA,4,4,0,0,NA
essendon,"Clough, Dick",1884-03-02,162,NA,2,1,0,1,NA
essendon,"Snell, Archie",1877-07-30,179,NA,1,1,0,0,NA
essendon,"Sevior, Tom",1887-10-26,176,NA,1,0,0,1,NA
essendon,"Sloss, Bruce",1889-01-21,159,NA,3,2,0,1,NA
essendon,"McVitty, Bill",1881-12-25,122,NA,9,4,0,5,NA
essendon,"Haigbloom, Charlie",1882-08-05,167,NA,9,3,0,6,10
essendon,"Jenkins, Barney",1884-03-07,168,NA,3,1,0,2,2
essendon,"Bennett, Cliff",1884-03-17,169,NA,3,0,0,3,NA
essendon,"Stephenson, John",1883-01-09,161,NA,10,2,0,8,NA
essendon,"Gibson, Phil",1887-03-30,145,NA,14,3,0,11,NA
essendon,"Kearney, Gordon",1885-02-05,163,NA,5,1,0,4,NA
essendon,"Lonergan, Bill",1884-07-04,170,NA,1,0,0,1,NA
essendon,"Sartori, Ray",1885-03-31,144,NA,7,2,0,5,1
essendon,"Anderson, John",1888-05-31,150,NA,3,1,0,2,NA
essendon,"Sullivan, Jack",1879-09-30,98,NA,2,2,0,0,1
essendon,"Bolton, Charles",1876-07-01,166,NA,1,1,0,0,NA
essendon,"McCann, Peter",1882-06-25,165,NA,1,0,0,1,NA
essendon,"Laxton, Bert",1879-08-22,108,NA,44,20,0,24,3
essendon,"Sykes, Alby",1883-02-17,156,NA,4,1,0,3,1
essendon,"Busbridge, Norm",1887-10-23,151,NA,5,2,0,3,NA
essendon,"Dick, Horrie",1877-06-16,160,NA,1,0,0,1,NA
essendon,"Blackmore, Lewis",1886-05-21,127,NA,7,4,0,3,10
essendon,"McKenzie, Jack",1881-11-10,73,NA,81,52,0,29,90
essendon,"Madden, Mick",1882-06-21,86,NA,65,33,1,31,51
essendon,"Hiskins, Fred",1878-08-08,63,NA,50,34,0,16,78
essendon,"Thurgood, Albert",1874-01-11,53,NA,46,35,0,11,89
essendon,"Fraser, Simon",1886-08-25,119,NA,21,13,0,8,8
essendon,"Fogarty, Chris",1884-01-28,147,NA,2,0,0,2,NA
essendon,"Fogarty, Joe",1885-12-24,148,NA,2,0,0,2,3
essendon,"Baxter, Ben",1876-11-13,76,NA,67,36,1,30,4
essendon,"Garton, Cec",1874-12-01,149,NA,1,0,0,1,NA
essendon,"Yeo, Norm",1886-06-21,137,NA,15,10,0,5,31
essendon,"Vollugi, Herc",1880-06-15,67,NA,70,37,1,32,5
essendon,"Gibson, George",1885-06-23,142,NA,4,3,0,1,1
essendon,"Kennedy, Con",1879-06-10,143,NA,4,4,0,0,NA
essendon,"Morley, Charlie",1883-03-02,134,NA,3,2,0,1,NA
essendon,"McDonald, Jim",1877-03-07,101,NA,28,14,0,14,2
essendon,"Robinson, Bill",1880-08-05,66,NA,71,46,0,25,14
essendon,"Phipps, Jim",1884-04-20,113,NA,22,14,0,8,NA
essendon,"Green, John",1885-03-02,133,NA,3,1,0,2,NA
essendon,"Dixon, John",1887-03-31,141,NA,1,0,0,1,NA
essendon,"Ross-Soden, Gordon",1888-05-31,140,NA,1,1,0,0,NA
essendon,"Borthwick, Jack",1884-08-27,131,NA,2,1,0,1,NA
essendon,"Numa, Bert",1883-07-14,138,NA,1,1,0,0,NA
essendon,"Wilson, James",1884-02-29,136,NA,1,0,0,1,NA
essendon,"Barry, Son",1877-03-08,2,NA,131,86,0,45,24
essendon,"Callan, Hughie",1881-12-26,84,NA,35,18,1,16,15
essendon,"Robinson, Fred",1884-05-15,109,NA,35,18,0,17,NA
essendon,"Davis, Harry",1879-02-18,114,NA,11,5,0,6,3
essendon,"Tymms, Athol",1886-02-21,125,NA,3,2,0,1,1
essendon,"McDonald, Arch",1882-12-25,128,NA,1,0,0,1,NA
essendon,"McDonald, Edwin",1875-09-29,129,NA,1,0,0,1,1
essendon,"Harris, Dick",1885-10-14,115,NA,3,2,0,1,5
essendon,"Anderson, Jim",1869-11-17,1,NA,136,89,1,46,13
essendon,"Everard, John",1881-04-06,126,NA,1,1,0,0,NA
essendon,"OBrien, Jimmy",1885-07-24,118,NA,8,3,0,5,NA
essendon,"Gilligan, Arthur",1879-10-18,92,NA,29,13,0,16,11
essendon,"Carkeek, William",1878-10-17,85,NA,26,11,0,15,8
essendon,"Matheson, Alby",1885-03-19,121,NA,1,0,0,1,NA
essendon,"Kerr, Bill",1882-09-01,116,NA,1,0,0,1,NA
essendon,"Megson, Jack",1883-04-20,117,NA,1,0,0,1,NA
essendon,"Gavin, Hugh",1878-10-25,22,NA,112,77,0,35,21
essendon,"Geggie, Jack",1881-10-29,77,NA,43,24,1,18,11
essendon,"Cochrane, George",1877-09-25,35,NA,22,12,1,9,4
essendon,"Robinson, Alex",1886-08-19,107,NA,9,4,0,5,5
essendon,"Swift, Alf",1871-08-05,111,NA,7,4,0,3,2
essendon,"Hedley, Tom",1882-08-05,94,NA,24,11,0,13,6
essendon,"Pleass, Mick",1874-11-12,112,NA,4,1,0,3,NA
essendon,"Belcher, Norman",1879-07-10,105,NA,2,1,0,1,NA
essendon,"Hastings, George",1877-01-13,10,NA,109,68,1,40,25
essendon,"Collins, Maurie",1876-07-21,4,NA,98,67,0,31,7
essendon,"Martin, George",1875-01-26,12,NA,104,69,1,34,34
essendon,"Collins, Tod",1876-01-30,5,NA,91,62,0,29,23
essendon,"Larkin, Jimmy",1874-10-27,40,NA,73,50,0,23,61
essendon,"Mann, Fred",1878-10-25,74,NA,27,21,0,6,1
essendon,"Marr, Joe",1880-08-09,93,NA,14,6,0,8,1
essendon,"McIntyre, Jack",1881-09-24,99,NA,4,1,0,3,1
essendon,"Abercrombie, Percy",1884-01-01,102,NA,2,1,0,1,NA
essendon,"Godby, Jack",1880-01-09,103,NA,2,1,0,1,NA
essendon,"Fooks, Fred",1880-11-26,100,NA,3,1,0,2,2
essendon,"Shippen, Joe",1876-01-06,104,NA,1,0,0,1,NA
essendon,"Trehey, Jack",1882-05-28,96,NA,6,2,0,4,1
essendon,"Wright, Harry",1870-04-13,20,NA,86,62,0,24,6
essendon,"Rosser, Alex",1879-11-19,97,NA,8,3,0,5,1
essendon,"Meadows, Johnny",1880-07-25,88,NA,4,0,1,3,2
essendon,"Cleghorn, Arthur",1873-12-01,3,NA,61,39,0,22,53
essendon,"Holligan, John",1875-11-01,83,NA,5,1,1,3,4
essendon,"Kinnear, Ted",1874-10-27,11,NA,107,74,1,32,31
essendon,"Kennedy, Ted",1877-09-07,65,NA,43,29,1,13,1
essendon,"McCarthy, Bill",1874-08-06,87,NA,3,0,1,2,NA
essendon,"Williams, Tom",1876-05-28,90,NA,2,0,1,1,NA
essendon,"Flynn, Ted",1880-06-14,91,NA,1,0,1,0,NA
essendon,"Peppard, Mick",1877-04-28,57,NA,42,30,0,12,10
essendon,"OLoughlin, Pat",1873-10-29,16,NA,74,49,0,25,18
essendon,"Hutchins, Vic",1876-08-31,81,NA,11,8,0,3,8
essendon,"Ford, Harry",1884-06-11,82,NA,2,2,0,0,NA
essendon,"Forbes, Charlie",1865-05-08,7,NA,52,37,0,15,13
essendon,"Gray, Alf",1874-11-20,46,NA,5,3,0,2,NA
essendon,"Stuckey, George",1871-07-06,18,NA,71,53,0,18,4
essendon,"Hall, Syd",1879-03-30,78,NA,8,6,0,2,1
essendon,"Deas, Jack",1875-11-05,79,NA,3,3,0,0,NA
essendon,"Webb, Bill",1883-07-06,80,NA,1,1,0,0,1
essendon,"Kennedy, Jim",1882-02-05,75,NA,4,4,0,0,9
essendon,"Scott, Fred",1874-04-11,50,NA,33,21,0,12,25
essendon,"White, Artie",1879-06-11,69,NA,6,4,0,2,3
essendon,"Beasley, Jim",1880-12-19,72,NA,2,2,0,0,NA
essendon,"Evans, Marcus",1878-11-10,70,NA,1,0,0,1,NA
essendon,"Morris, Mick",1882-06-04,71,NA,1,0,0,1,NA
essendon,"Byers, Bobby",1871-04-18,64,NA,1,0,0,1,NA
essendon,"Ward, George",1877-04-22,68,NA,1,0,0,1,NA
essendon,"Officer, Gus",1875-09-15,14,NA,48,33,0,15,12
essendon,"Fitzpatrick, Hugh",1872-07-19,52,NA,30,19,0,11,26
essendon,"Jackson, Bill",1874-04-13,45,NA,27,17,0,10,22
essendon,"Groves, Joe",1874-05-18,9,NA,57,39,0,18,NA
essendon,"Rainey, Les",1881-01-10,54,NA,5,3,0,2,3
essendon,"Grace, Billy",1876-07-08,58,NA,4,3,0,1,1
essendon,"Leahy, Tommy",1870-08-05,56,NA,2,1,0,1,NA
essendon,"Crebbin, Bill",1869-03-08,61,NA,1,0,0,1,NA
essendon,"Johns, Hughie",1867-03-27,62,NA,1,0,0,1,2
essendon,"Dear, Alf",1878-09-30,60,NA,6,2,0,4,1
essendon,"Jones, Llew",1880-05-31,55,NA,5,3,0,2,2
essendon,"Hunter, Herb",1881-11-18,59,NA,3,3,0,0,NA
essendon,"Hall, Alex",1869-01-04,39,NA,19,11,0,8,18
essendon,"Moore, Charlie",1875-09-24,32,NA,30,19,0,11,34
essendon,"Stamp, Alby",1879-12-26,33,NA,5,3,0,2,2
essendon,"Croft, Edgar",1872-05-07,21,NA,15,12,0,3,12
essendon,"Campbell, Colin",1872-08-13,34,NA,12,7,0,5,4
essendon,"McCartney, Charlie",1873-03-17,51,NA,4,3,0,1,NA
essendon,"OLoughlin, Mick",1876-02-12,49,NA,5,3,0,2,NA
essendon,"Cullen, Jim",1878-06-09,47,NA,1,0,0,1,NA
essendon,"Vautin, George",1869-04-23,23,NA,26,19,0,7,1
essendon,"Officer, Ned",1869-03-29,15,NA,18,13,0,5,NA
essendon,"Kearney, Gus",1870-11-22,27,NA,18,13,0,5,8
essendon,"Tenbrink, Conrad",1875-01-31,41,NA,12,9,0,3,10
essendon,"Waugh, Norm",1874-05-10,19,NA,23,18,0,5,30
essendon,"Gardner, Corrie",1879-03-12,38,NA,12,9,0,3,NA
essendon,"Barr, Pat",1878-02-03,37,NA,3,2,0,1,1
essendon,"Brown, Harold",1878-09-19,25,NA,8,6,0,2,1
essendon,"Watson, Abe",1871-06-11,42,NA,2,2,0,0,NA
essendon,"Currie, Dave",1876-05-19,43,NA,1,1,0,0,1
essendon,"Stewart, Horrie",1871-05-29,44,NA,1,1,0,0,NA
essendon,"Ferguson, Dave",1875-03-21,36,NA,2,2,0,0,NA
essendon,"Sykes, Archie",1866-09-24,26,NA,11,10,0,1,1
essendon,"Darcy, Jim",1875-01-29,6,NA,9,6,0,3,1
essendon,"Park, Jim",1875-02-25,28,NA,6,4,0,2,NA
essendon,"Ball, Fred",1868-09-01,24,NA,5,4,0,1,1
essendon,"Leach, Arthur",1876-03-02,31,NA,4,4,0,0,2
essendon,"Thurgood, Jimmy",1876-06-21,29,NA,3,3,0,0,2
essendon,"Salkeld, Bert",1876-05-24,17,NA,5,4,0,1,3
essendon,"White, Jim",1878-01-27,30,NA,1,1,0,0,1
essendon,"Graham, Johnny",1875-05-05,8,NA,1,1,0,0,2
essendon,"McCormick, Bob",1879-04-12,13,NA,1,1,0,0,NA
fitzroy,"Paxman, Stephen",1970-12-04,1097,4,102,22,0,80,18
fitzroy,"McCarthy, John",1967-03-30,1115,25,71,14,0,57,77
fitzroy,"Boyd, Brad",1971-08-10,1108,34,70,16,0,54,49
fitzroy,"Hawking, Simon",1973-03-05,1117,17,60,12,0,48,30
fitzroy,"Johnson, Chris",1976-05-30,1127,2,59,7,0,52,67
fitzroy,"Molloy, Jarrod",1976-05-12,1128,7,59,8,0,51,54
fitzroy,"Barker, John",1975-02-19,1126,5,47,6,0,41,12
fitzroy,"Dent, Matthew",1972-01-17,1129,31,47,4,0,43,9
fitzroy,"Atkins, Simon",1968-12-23,1134,23,41,2,0,39,13
fitzroy,"Hogg, Jeff",1966-10-15,1123,10,40,4,0,36,41
fitzroy,"Pike, Martin",1972-11-14,1139,8,36,2,0,34,15
fitzroy,"Morton, Danny",1973-07-01,1116,34,30,4,0,26,17
fitzroy,"Chandler, Brett",1975-07-11,1135,27,28,1,0,27,2
fitzroy,"Warfe, Rowan",1976-06-23,1131,33,26,1,0,25,1
fitzroy,"Rombotis, John",1976-10-13,1145,37,26,2,0,24,16
fitzroy,"Bamford, Scott",1974-06-23,1149,22,22,1,0,21,6
fitzroy,"Primus, Matthew",1975-01-12,1152,12,20,1,0,19,5
fitzroy,"Carter, Nick",1978-04-28,1153,30,17,1,0,16,4
fitzroy,"Clayton, Shane",1978-10-24,1154,40,13,1,0,12,1
fitzroy,"Doyle, Peter",1973-08-24,1147,28,12,0,0,12,2
fitzroy,"Warry, Marty",1977-01-05,1148,39,8,0,0,8,11
fitzroy,"Baldwin, Jason",1969-11-07,1072,32,125,37,0,88,36
fitzroy,"Mellington, Anthony",1974-07-27,1144,3,24,1,0,23,24
fitzroy,"Cassidy, Brad",1976-07-25,1150,29,14,1,0,13,10
fitzroy,"Manfield, Matthew",1977-04-14,1138,26,5,0,0,5,NA
fitzroy,"McMahon, Robert",1977-07-28,1157,15,2,0,0,2,1
fitzroy,"Dwyer, Mick",1968-11-16,1151,20,8,1,0,7,3
fitzroy,"Cummings, Trent",1973-12-28,1122,24,27,3,0,24,18
fitzroy,"Ramsey, Jason",1975-01-24,1156,9,2,0,0,2,NA
fitzroy,"McCarthy, Adam",1972-02-14,1143,38,15,2,0,13,9
fitzroy,"Bird, Peter",1976-01-30,1142,41,15,2,0,13,7
fitzroy,"McGregor, Anthony",1972-07-05,1118,11,41,11,0,30,11
fitzroy,"Bizzotto, Frank",1971-05-30,1092,14,38,9,0,29,4
fitzroy,"Holmes, Darren",1970-09-03,1141,19,21,3,0,18,3
fitzroy,"Frewen, Brent",1977-10-20,1155,13,2,0,0,2,NA
fitzroy,"Cook, Brett",1973-04-19,1132,35,25,1,0,24,7
fitzroy,"Lamb, Wayne",1972-10-19,1137,36,19,0,0,19,13
fitzroy,"Zanotti, Mark",1964-11-08,1113,16,57,15,0,42,8
fitzroy,"Manson, James",1966-11-02,1114,30,47,13,0,34,20
fitzroy,"Mitchell, Nick",1973-02-01,1130,36,9,1,0,8,2
fitzroy,"Guard, Jeremy",1970-07-11,1102,6,68,25,0,43,17
fitzroy,"Hawkins, Doug",1960-05-05,1136,3,21,2,0,19,11
fitzroy,"Payne, Darren",1974-07-01,1119,29,6,0,0,6,1
fitzroy,"Stretch, Steven",1964-01-05,1125,22,25,4,0,21,7
fitzroy,"Bruce, Jeff",1973-11-09,1146,40,7,0,0,7,3
fitzroy,"Cavedon, Andrew",1971-11-05,1140,21,5,2,0,3,7
fitzroy,"Roos, Paul",1963-06-27,996,1,269,110,0,159,270
fitzroy,"Wynd, Jim",1964-11-11,1033,8,137,50,0,87,62
fitzroy,"Armstrong, Matt",1967-03-01,1041,14,132,52,0,80,71
fitzroy,"Lyon, Ross",1966-11-08,1028,29,127,42,0,85,112
fitzroy,"Wheildon, Darren",1970-11-11,1071,12,70,24,0,46,160
fitzroy,"Seecamp, Marcus",1972-07-27,1104,3,51,18,0,33,10
fitzroy,"Dunstan, Michael",1971-03-12,1112,18,38,14,0,24,30
fitzroy,"Bain, David",1966-05-02,1121,19,12,3,0,9,4
fitzroy,"Palfreyman, Nigel",1973-10-02,1133,15,1,0,0,1,NA
fitzroy,"Sporn, Kieran",1966-08-28,1124,21,12,4,0,8,6
fitzroy,"Kavanagh, Tom",1970-04-21,1120,13,8,3,0,5,1
fitzroy,"Johnston, David",1969-04-10,1110,26,25,8,0,17,1
fitzroy,"Sartori, Peter",1964-10-24,1109,9,23,9,0,14,19
fitzroy,"Lynch, Alastair",1968-06-19,1059,11,120,44,0,76,173
fitzroy,"Broderick, Paul",1970-01-03,1062,17,93,39,0,54,80
fitzroy,"Dundas, Matthew",1971-12-07,1078,2,73,26,0,47,61
fitzroy,"Matthews, Ashley",1969-11-26,1111,31,6,3,0,3,1
fitzroy,"Caven, Peter",1970-05-16,1095,22,39,15,0,24,17
fitzroy,"Abbott, Paul",1964-10-25,1101,39,26,10,0,16,13
fitzroy,"Fleming, Dale",1971-08-20,1106,27,13,3,0,10,15
fitzroy,"Stevenson, Shayne",1970-06-12,1090,13,11,0,0,11,9
fitzroy,"Stephens, Brett",1961-02-20,1044,33,133,48,0,85,52
fitzroy,"Elliott, Jamie",1973-02-06,1091,28,40,14,0,26,7
fitzroy,"Harding, Dean",1971-10-10,1093,49,19,7,0,12,25
fitzroy,"Gale, Michael",1966-12-21,1030,7,105,41,0,64,29
fitzroy,"Morrish, Paul",1968-05-12,1103,21,20,8,0,12,1
fitzroy,"Davis, Brad",1972-07-18,1087,10,5,2,0,3,1
fitzroy,"Osborne, Richard",1964-06-16,999,44,187,80,0,107,411
fitzroy,"McCormack, Brendan",1970-06-28,1067,5,44,15,0,29,27
fitzroy,"Bunn, Mark",1970-10-24,1081,49,30,9,0,21,1
fitzroy,"Barrett, Chris",1973-03-24,1107,20,4,2,0,2,4
fitzroy,"Blakey, John",1966-07-24,1029,18,135,52,0,83,38
fitzroy,"Cormack, Joe",1966-08-30,1086,16,26,8,0,18,17
fitzroy,"OConnell, David",1963-06-22,1089,25,21,2,0,19,13
fitzroy,"Rowe, Duane",1966-04-01,1031,20,31,13,0,18,3
fitzroy,"Exell, Gavin",1962-10-16,1105,23,5,4,0,1,2
fitzroy,"Rendell, Matthew",1959-04-18,985,9,164,87,1,76,101
fitzroy,"Kappler, Darren",1965-01-23,1043,21,87,30,0,57,51
fitzroy,"Donato, David",1970-09-07,1098,15,12,3,0,9,2
fitzroy,"Klaebe, Brenton",1966-10-23,1088,19,5,1,0,4,NA
fitzroy,"Ironmonger, John",1961-02-16,1058,6,43,12,0,31,8
fitzroy,"Strooper, David",1968-02-25,1056,31,43,14,0,29,28
fitzroy,"Bond, Jamie",1971-11-12,1100,39,1,0,0,1,1
fitzroy,"McGrath, Justin",1970-12-05,1096,26,8,1,0,7,NA
fitzroy,"Johnston, Andrew",1970-08-14,1082,43,9,3,0,6,3
fitzroy,"Wilkinson, Darron",1969-11-22,1099,45,1,1,0,0,NA
fitzroy,"Board, Terry",1968-09-14,1057,42,15,4,0,11,1
fitzroy,"Noble, David",1967-05-15,1094,38,2,0,0,2,NA
fitzroy,"Bourke, Peter",1966-05-23,1070,41,22,7,0,15,3
fitzroy,"Waterson, Chris",1969-12-27,1076,30,13,2,0,11,7
